PubDate,PubTime,Currency,Event,Actual,Forecast,Previous,CurrEvent
2023/12/05,15:00,USD,ISM Non-Manufacturing PMI ,52.7,52.0,51.8,USD-ISM Non-Manufacturing PMI 
2023/12/05,15:00,USD,ISM Non-Manufacturing Prices ,58.3,58.0,58.6,USD-ISM Non-Manufacturing Prices 
2023/12/05,15:00,USD,JOLTs Job Openings ,8733000.0,9300000.0,9350000.0,USD-JOLTs Job Openings 
2023/12/06,13:15,USD,ADP Nonfarm Employment Change ,103000.0,130000.0,106000.0,USD-ADP Nonfarm Employment Change 
2023/12/06,15:30,USD,Crude Oil Inventories,-4632000.0,-1354000.0,1609000.0,USD-Crude Oil Inventories
2023/12/07,13:30,USD,Initial Jobless Claims,220000.0,222000.0,219000.0,USD-Initial Jobless Claims
2023/12/08,7:00,EUR,German CPI (MoM) ,-0.004,-0.004,0.0,EUR-German CPI (MoM) 
2023/12/08,13:30,USD,Average Hourly Earnings (MoM) ,0.004,0.003,0.002,USD-Average Hourly Earnings (MoM) 
2023/12/08,13:30,USD,Nonfarm Payrolls ,199000.0,180000.0,150000.0,USD-Nonfarm Payrolls 
2023/12/08,13:30,USD,Unemployment Rate ,0.037,0.039,0.039,USD-Unemployment Rate 
2023/12/11,18:00,USD,10-Year Note Auction,0.043,,0.045,USD-10-Year Note Auction
2023/12/12,13:30,USD,Core CPI (MoM) ,0.003,0.003,0.002,USD-Core CPI (MoM) 
2023/12/12,13:30,USD,CPI (MoM) ,0.001,0.0,0.001,USD-CPI (MoM) 
2023/12/12,13:30,USD,CPI (YoY) ,0.031,0.031,0.032,USD-CPI (YoY) 
2023/12/12,18:00,USD,30-Year Bond Auction,0.043,,0.048,USD-30-Year Bond Auction
2023/12/13,13:30,USD,PPI (MoM) ,0.0,0.001,-0.004,USD-PPI (MoM) 
2023/12/13,15:30,USD,Crude Oil Inventories,-4259000.0,-650000.0,-4632000.0,USD-Crude Oil Inventories
2023/12/13,19:00,USD,FOMC Economic Projections  ,,,,USD-FOMC Economic Projections  
2023/12/13,19:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2023/12/13,19:00,USD,Fed Interest Rate Decision,0.055,0.055,0.055,USD-Fed Interest Rate Decision
2023/12/13,19:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2023/12/14,13:15,EUR,Deposit Facility Rate ,0.04,0.04,0.04,EUR-Deposit Facility Rate 
2023/12/14,13:15,EUR,ECB Interest Rate Decision ,0.045,0.045,0.045,EUR-ECB Interest Rate Decision 
2023/12/14,13:30,USD,Core Retail Sales (MoM) ,0.002,-0.001,0.0,USD-Core Retail Sales (MoM) 
2023/12/14,13:30,USD,Initial Jobless Claims,202000.0,220000.0,221000.0,USD-Initial Jobless Claims
2023/12/14,13:30,USD,Retail Sales (MoM) ,0.003,-0.001,-0.002,USD-Retail Sales (MoM) 
2023/12/14,13:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2023/12/15,14:45,USD,S&P Global US Manufacturing PMI   ,48.2,49.3,49.4,USD-S&P Global US Manufacturing PMI   
2023/12/15,14:45,USD,S&P Global Services PMI   ,51.3,50.6,50.8,USD-S&P Global Services PMI   
2023/12/19,10:00,EUR,CPI (YoY) ,0.024,0.024,0.029,EUR-CPI (YoY) 
2023/12/20,15:00,USD,CB Consumer Confidence ,110.7,103.8,101.0,USD-CB Consumer Confidence 
2023/12/20,15:00,USD,Existing Home Sales ,3820000.0,3780000.0,3790000.0,USD-Existing Home Sales 
2023/12/20,15:30,USD,Crude Oil Inventories,2909000.0,-2283000.0,-4259000.0,USD-Crude Oil Inventories
2023/12/21,13:30,USD,GDP (QoQ) ,0.049,0.052,0.021,USD-GDP (QoQ) 
2023/12/21,13:30,USD,Initial Jobless Claims,205000.0,214000.0,203000.0,USD-Initial Jobless Claims
2023/12/21,13:30,USD,Philadelphia Fed Manufacturing Index ,-10.5,-3.0,-5.9,USD-Philadelphia Fed Manufacturing Index 
2023/12/22,13:30,USD,Core PCE Price Index (YoY) ,0.032,0.033,0.034,USD-Core PCE Price Index (YoY) 
2023/12/22,13:30,USD,Core PCE Price Index (MoM) ,0.001,0.002,0.001,USD-Core PCE Price Index (MoM) 
2023/12/22,13:30,USD,Durable Goods Orders (MoM) ,0.054,0.017,-0.051,USD-Durable Goods Orders (MoM) 
2023/12/22,15:00,USD,New Home Sales ,590000.0,695000.0,672000.0,USD-New Home Sales 
2023/12/28,13:30,USD,Initial Jobless Claims,218000.0,210000.0,206000.0,USD-Initial Jobless Claims
2023/12/28,16:00,USD,Crude Oil Inventories,-7114000.0,-2704000.0,2909000.0,USD-Crude Oil Inventories
2023/12/29,14:45,USD,Chicago PMI ,46.9,51.0,55.8,USD-Chicago PMI 
2024/01/02,14:45,USD,S&P Global US Manufacturing PMI ,47.9,48.2,49.4,USD-S&P Global US Manufacturing PMI 
2024/01/03,15:00,USD,ISM Manufacturing PMI ,47.4,47.1,46.7,USD-ISM Manufacturing PMI 
2024/01/03,15:00,USD,ISM Manufacturing Prices ,45.2,47.5,49.9,USD-ISM Manufacturing Prices 
2024/01/03,15:00,USD,JOLTs Job Openings ,8790000.0,8850000.0,8852000.0,USD-JOLTs Job Openings 
2024/01/03,19:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2024/01/04,13:00,EUR,German CPI (MoM)   ,0.001,0.001,-0.004,EUR-German CPI (MoM)   
2024/01/04,13:15,USD,ADP Nonfarm Employment Change ,164000.0,115000.0,101000.0,USD-ADP Nonfarm Employment Change 
2024/01/04,13:30,USD,Initial Jobless Claims,202000.0,216000.0,220000.0,USD-Initial Jobless Claims
2024/01/04,14:45,USD,S&P Global Services PMI ,51.4,51.3,50.8,USD-S&P Global Services PMI 
2024/01/04,16:00,USD,Crude Oil Inventories,-5503000.0,-3725000.0,-7114000.0,USD-Crude Oil Inventories
2024/01/05,10:00,EUR,CPI (YoY)   ,0.029,0.03,0.024,EUR-CPI (YoY)   
2024/01/05,13:30,USD,Average Hourly Earnings (MoM) ,0.004,0.003,0.004,USD-Average Hourly Earnings (MoM) 
2024/01/05,13:30,USD,Nonfarm Payrolls ,216000.0,170000.0,173000.0,USD-Nonfarm Payrolls 
2024/01/05,13:30,USD,Unemployment Rate ,0.037,0.038,0.037,USD-Unemployment Rate 
2024/01/05,15:00,USD,ISM Non-Manufacturing PMI ,50.6,52.6,52.7,USD-ISM Non-Manufacturing PMI 
2024/01/05,15:00,USD,ISM Non-Manufacturing Prices ,57.4,57.3,58.3,USD-ISM Non-Manufacturing Prices 
2024/01/10,15:30,USD,Crude Oil Inventories,1338000.0,-675000.0,-5503000.0,USD-Crude Oil Inventories
2024/01/10,18:00,USD,10-Year Note Auction,0.04,,0.043,USD-10-Year Note Auction
2024/01/11,13:30,USD,Core CPI (MoM) ,0.003,0.003,0.003,USD-Core CPI (MoM) 
2024/01/11,13:30,USD,CPI (YoY) ,0.034,0.032,0.031,USD-CPI (YoY) 
2024/01/11,13:30,USD,CPI (MoM) ,0.003,0.002,0.002,USD-CPI (MoM) 
2024/01/11,13:30,USD,Initial Jobless Claims,202000.0,210000.0,203000.0,USD-Initial Jobless Claims
2024/01/11,18:00,USD,30-Year Bond Auction,0.042,,0.043,USD-30-Year Bond Auction
2024/01/12,13:30,USD,PPI (MoM) ,-0.001,0.001,-0.001,USD-PPI (MoM) 
2024/01/16,7:00,EUR,German CPI (MoM) ,0.001,0.001,-0.004,EUR-German CPI (MoM) 
2024/01/17,10:00,EUR,CPI (YoY) ,0.029,0.029,0.024,EUR-CPI (YoY) 
2024/01/17,13:30,USD,Core Retail Sales (MoM) ,0.004,0.002,0.002,USD-Core Retail Sales (MoM) 
2024/01/17,13:30,USD,Retail Sales (MoM) ,0.006,0.004,0.003,USD-Retail Sales (MoM) 
2024/01/18,13:30,USD,Initial Jobless Claims,187000.0,207000.0,203000.0,USD-Initial Jobless Claims
2024/01/18,13:30,USD,Philadelphia Fed Manufacturing Index ,-10.6,-7.0,-12.8,USD-Philadelphia Fed Manufacturing Index 
2024/01/18,16:00,USD,Crude Oil Inventories,-2492000.0,-313000.0,1338000.0,USD-Crude Oil Inventories
2024/01/19,15:00,USD,Existing Home Sales ,3780000.0,3820000.0,3820000.0,USD-Existing Home Sales 
2024/01/24,14:45,USD,S&P Global US Manufacturing PMI   ,50.3,47.9,47.9,USD-S&P Global US Manufacturing PMI   
2024/01/24,14:45,USD,S&P Global Services PMI   ,52.9,51.0,51.4,USD-S&P Global Services PMI   
2024/01/24,15:30,USD,Crude Oil Inventories,-9233000.0,-2150000.0,-2492000.0,USD-Crude Oil Inventories
2024/01/25,13:15,EUR,Deposit Facility Rate ,0.04,0.04,0.04,EUR-Deposit Facility Rate 
2024/01/25,13:15,EUR,ECB Interest Rate Decision ,0.045,0.045,0.045,EUR-ECB Interest Rate Decision 
2024/01/25,13:30,USD,Durable Goods Orders (MoM) ,0.0,0.011,0.055,USD-Durable Goods Orders (MoM) 
2024/01/25,13:30,USD,GDP (QoQ)   ,0.033,0.02,0.049,USD-GDP (QoQ)   
2024/01/25,13:30,USD,Initial Jobless Claims,214000.0,200000.0,189000.0,USD-Initial Jobless Claims
2024/01/25,13:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2024/01/25,15:00,USD,New Home Sales ,664000.0,645000.0,615000.0,USD-New Home Sales 
2024/01/26,13:30,USD,Core PCE Price Index (YoY) ,0.029,0.03,0.032,USD-Core PCE Price Index (YoY) 
2024/01/26,13:30,USD,Core PCE Price Index (MoM) ,0.002,0.002,0.001,USD-Core PCE Price Index (MoM) 
2024/01/30,9:00,EUR,German GDP (QoQ)   ,-0.003,-0.003,-0.001,EUR-German GDP (QoQ)   
2024/01/30,15:00,USD,CB Consumer Confidence ,114.8,114.2,108.0,USD-CB Consumer Confidence 
2024/01/30,15:00,USD,JOLTs Job Openings ,9026000.0,8750000.0,8925000.0,USD-JOLTs Job Openings 
2024/01/31,13:00,EUR,German CPI (MoM)   ,0.002,0.002,0.001,EUR-German CPI (MoM)   
2024/01/31,13:15,USD,ADP Nonfarm Employment Change ,107000.0,145000.0,158000.0,USD-ADP Nonfarm Employment Change 
2024/01/31,14:45,USD,Chicago PMI ,46.0,48.0,47.2,USD-Chicago PMI 
2024/01/31,15:30,USD,Crude Oil Inventories,1234000.0,-217000.0,-9233000.0,USD-Crude Oil Inventories
2024/01/31,19:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2024/01/31,19:00,USD,Fed Interest Rate Decision,0.055,0.055,0.055,USD-Fed Interest Rate Decision
2024/01/31,19:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2024/02/01,10:00,EUR,CPI (YoY)   ,0.028,0.027,0.029,EUR-CPI (YoY)   
2024/02/01,13:30,USD,Initial Jobless Claims,224000.0,213000.0,215000.0,USD-Initial Jobless Claims
2024/02/01,14:45,USD,S&P Global US Manufacturing PMI ,50.7,50.3,47.9,USD-S&P Global US Manufacturing PMI 
2024/02/01,15:00,USD,ISM Manufacturing PMI ,49.1,47.2,47.1,USD-ISM Manufacturing PMI 
2024/02/01,15:00,USD,ISM Manufacturing Prices ,52.9,46.0,45.2,USD-ISM Manufacturing Prices 
2024/02/02,13:30,USD,Average Hourly Earnings (MoM) ,0.006,0.003,0.004,USD-Average Hourly Earnings (MoM) 
2024/02/02,13:30,USD,Nonfarm Payrolls ,353000.0,187000.0,333000.0,USD-Nonfarm Payrolls 
2024/02/02,13:30,USD,Unemployment Rate ,0.037,0.038,0.037,USD-Unemployment Rate 
2024/02/05,0:00,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2024/02/05,14:45,USD,S&P Global Services PMI ,52.5,52.9,51.4,USD-S&P Global Services PMI 
2024/02/05,15:00,USD,ISM Non-Manufacturing PMI ,53.4,52.0,50.5,USD-ISM Non-Manufacturing PMI 
2024/02/05,15:00,USD,ISM Non-Manufacturing Prices ,64.0,56.5,57.4,USD-ISM Non-Manufacturing Prices 
2024/02/07,15:30,USD,Crude Oil Inventories,5520000.0,1700000.0,1234000.0,USD-Crude Oil Inventories
2024/02/07,18:00,USD,10-Year Note Auction,0.041,,0.04,USD-10-Year Note Auction
2024/02/08,13:30,USD,Initial Jobless Claims,218000.0,221000.0,227000.0,USD-Initial Jobless Claims
2024/02/08,18:00,USD,30-Year Bond Auction,0.044,,0.042,USD-30-Year Bond Auction
2024/02/09,7:00,EUR,German CPI (MoM) ,0.002,0.002,0.001,EUR-German CPI (MoM) 
2024/02/13,13:30,USD,Core CPI (MoM) ,0.004,0.003,0.003,USD-Core CPI (MoM) 
2024/02/13,13:30,USD,CPI (MoM) ,0.003,0.002,0.002,USD-CPI (MoM) 
2024/02/13,13:30,USD,CPI (YoY) ,0.031,0.029,0.034,USD-CPI (YoY) 
2024/02/14,15:30,USD,Crude Oil Inventories,12018000.0,3300000.0,5521000.0,USD-Crude Oil Inventories
2024/02/15,13:30,USD,Core Retail Sales (MoM) ,-0.006,0.002,0.004,USD-Core Retail Sales (MoM) 
2024/02/15,13:30,USD,Initial Jobless Claims,212000.0,219000.0,220000.0,USD-Initial Jobless Claims
2024/02/15,13:30,USD,Philadelphia Fed Manufacturing Index ,5.2,-8.0,-10.6,USD-Philadelphia Fed Manufacturing Index 
2024/02/15,13:30,USD,Retail Sales (MoM) ,-0.008,-0.002,0.004,USD-Retail Sales (MoM) 
2024/02/16,13:30,USD,PPI (MoM) ,0.003,0.001,-0.001,USD-PPI (MoM) 
2024/02/21,19:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2024/02/22,10:00,EUR,CPI (YoY) ,0.028,0.028,0.029,EUR-CPI (YoY) 
2024/02/22,13:30,USD,Initial Jobless Claims,201000.0,217000.0,213000.0,USD-Initial Jobless Claims
2024/02/22,14:45,USD,S&P Global US Manufacturing PMI   ,51.5,50.5,50.7,USD-S&P Global US Manufacturing PMI   
2024/02/22,14:45,USD,S&P Global Services PMI   ,51.3,52.4,52.5,USD-S&P Global Services PMI   
2024/02/22,15:00,USD,Existing Home Sales ,4000000.0,3960000.0,3880000.0,USD-Existing Home Sales 
2024/02/22,16:00,USD,Crude Oil Inventories,3514000.0,3879000.0,12018000.0,USD-Crude Oil Inventories
2024/02/23,7:00,EUR,German GDP (QoQ) ,-0.003,-0.003,-0.001,EUR-German GDP (QoQ) 
2024/02/26,15:00,USD,New Home Sales ,661000.0,680000.0,651000.0,USD-New Home Sales 
2024/02/27,13:30,USD,Durable Goods Orders (MoM) ,-0.061,-0.049,-0.003,USD-Durable Goods Orders (MoM) 
2024/02/27,15:00,USD,CB Consumer Confidence ,106.7,114.8,110.9,USD-CB Consumer Confidence 
2024/02/28,13:30,USD,GDP (QoQ)   ,0.032,0.033,0.049,USD-GDP (QoQ)   
2024/02/28,15:30,USD,Crude Oil Inventories,4199000.0,3100000.0,3514000.0,USD-Crude Oil Inventories
2024/02/29,13:00,EUR,German CPI (MoM)   ,0.004,0.005,0.002,EUR-German CPI (MoM)   
2024/02/29,13:30,USD,Core PCE Price Index (MoM) ,0.004,0.004,0.001,USD-Core PCE Price Index (MoM) 
2024/02/29,13:30,USD,Core PCE Price Index (YoY) ,0.028,0.028,0.029,USD-Core PCE Price Index (YoY) 
2024/02/29,13:30,USD,Initial Jobless Claims,215000.0,209000.0,202000.0,USD-Initial Jobless Claims
2024/02/29,14:45,USD,Chicago PMI ,44.0,48.1,46.0,USD-Chicago PMI 
2024/03/01,10:00,EUR,CPI (YoY)   ,0.026,0.025,0.028,EUR-CPI (YoY)   
2024/03/01,14:45,USD,S&P Global US Manufacturing PMI ,52.2,51.5,50.7,USD-S&P Global US Manufacturing PMI 
2024/03/01,15:00,USD,Fed Monetary Policy Report  ,,,,USD-Fed Monetary Policy Report  
2024/03/01,15:00,USD,ISM Manufacturing PMI ,47.8,49.5,49.1,USD-ISM Manufacturing PMI 
2024/03/01,15:00,USD,ISM Manufacturing Prices ,52.5,53.5,52.9,USD-ISM Manufacturing Prices 
2024/03/05,14:45,USD,S&P Global Services PMI ,52.3,51.3,52.5,USD-S&P Global Services PMI 
2024/03/05,15:00,USD,ISM Non-Manufacturing PMI ,52.6,53.0,53.4,USD-ISM Non-Manufacturing PMI 
2024/03/05,15:00,USD,ISM Non-Manufacturing Prices ,58.6,62.0,64.0,USD-ISM Non-Manufacturing Prices 
2024/03/06,13:15,USD,ADP Nonfarm Employment Change ,140000.0,149000.0,111000.0,USD-ADP Nonfarm Employment Change 
2024/03/06,15:00,USD,Fed Chair Powell Testifies  ,,,,USD-Fed Chair Powell Testifies  
2024/03/06,15:00,USD,JOLTs Job Openings ,8863000.0,8800000.0,8889000.0,USD-JOLTs Job Openings 
2024/03/06,15:30,USD,Crude Oil Inventories,1367000.0,2400000.0,4199000.0,USD-Crude Oil Inventories
2024/03/07,13:15,EUR,Deposit Facility Rate ,0.04,0.04,0.04,EUR-Deposit Facility Rate 
2024/03/07,13:15,EUR,ECB Interest Rate Decision ,0.045,0.045,0.045,EUR-ECB Interest Rate Decision 
2024/03/07,13:30,USD,Initial Jobless Claims,217000.0,217000.0,217000.0,USD-Initial Jobless Claims
2024/03/07,13:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2024/03/07,15:00,USD,Fed Chair Powell Testifies  ,,,,USD-Fed Chair Powell Testifies  
2024/03/08,2:00,USD,U.S. President Biden Speaks  ,,,,USD-U.S. President Biden Speaks  
2024/03/08,13:30,USD,Average Hourly Earnings (MoM) ,0.001,0.002,0.005,USD-Average Hourly Earnings (MoM) 
2024/03/08,13:30,USD,Nonfarm Payrolls ,275000.0,198000.0,229000.0,USD-Nonfarm Payrolls 
2024/03/08,13:30,USD,Unemployment Rate ,0.039,0.037,0.037,USD-Unemployment Rate 
2024/03/12,7:00,EUR,German CPI (MoM) ,0.004,0.004,0.002,EUR-German CPI (MoM) 
2024/03/12,12:30,USD,Core CPI (MoM) ,0.004,0.003,0.004,USD-Core CPI (MoM) 
2024/03/12,12:30,USD,CPI (MoM) ,0.004,0.004,0.003,USD-CPI (MoM) 
2024/03/12,12:30,USD,CPI (YoY) ,0.032,0.031,0.031,USD-CPI (YoY) 
2024/03/12,17:00,USD,10-Year Note Auction,0.042,,0.041,USD-10-Year Note Auction
2024/03/13,14:30,USD,Crude Oil Inventories,-1536000.0,900000.0,1367000.0,USD-Crude Oil Inventories
2024/03/13,17:00,USD,30-Year Bond Auction,0.043,,0.044,USD-30-Year Bond Auction
2024/03/14,12:30,USD,Core Retail Sales (MoM) ,0.003,0.005,-0.008,USD-Core Retail Sales (MoM) 
2024/03/14,12:30,USD,Initial Jobless Claims,209000.0,218000.0,210000.0,USD-Initial Jobless Claims
2024/03/14,12:30,USD,PPI (MoM) ,0.006,0.003,0.003,USD-PPI (MoM) 
2024/03/14,12:30,USD,Retail Sales (MoM) ,0.006,0.008,-0.011,USD-Retail Sales (MoM) 
2024/03/18,10:00,EUR,CPI (YoY) ,0.026,0.026,0.028,EUR-CPI (YoY) 
2024/03/20,14:30,USD,Crude Oil Inventories,-1952000.0,-900000.0,-1536000.0,USD-Crude Oil Inventories
2024/03/20,18:00,USD,FOMC Economic Projections  ,,,,USD-FOMC Economic Projections  
2024/03/20,18:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2024/03/20,18:00,USD,Fed Interest Rate Decision,0.055,0.055,0.055,USD-Fed Interest Rate Decision
2024/03/20,18:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2024/03/21,12:30,USD,Initial Jobless Claims,210000.0,212000.0,212000.0,USD-Initial Jobless Claims
2024/03/21,12:30,USD,Philadelphia Fed Manufacturing Index ,3.2,-2.6,5.2,USD-Philadelphia Fed Manufacturing Index 
2024/03/21,13:45,USD,S&P Global US Manufacturing PMI   ,52.5,51.8,52.2,USD-S&P Global US Manufacturing PMI   
2024/03/21,13:45,USD,S&P Global Services PMI   ,51.7,52.0,52.3,USD-S&P Global Services PMI   
2024/03/21,14:00,USD,Existing Home Sales ,4380000.0,3950000.0,4000000.0,USD-Existing Home Sales 
2024/03/22,13:00,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2024/03/25,14:00,USD,New Home Sales ,662000.0,675000.0,664000.0,USD-New Home Sales 
2024/03/26,12:30,USD,Durable Goods Orders (MoM) ,0.014,0.012,-0.069,USD-Durable Goods Orders (MoM) 
2024/03/26,14:00,USD,CB Consumer Confidence ,104.7,106.9,104.8,USD-CB Consumer Confidence 
2024/03/27,14:30,USD,Crude Oil Inventories,3165000.0,-700000.0,-1952000.0,USD-Crude Oil Inventories
2024/03/28,12:30,USD,GDP (QoQ) ,0.034,0.032,0.049,USD-GDP (QoQ) 
2024/03/28,12:30,USD,Initial Jobless Claims,210000.0,212000.0,212000.0,USD-Initial Jobless Claims
2024/03/28,13:45,USD,Chicago PMI ,41.4,45.9,44.0,USD-Chicago PMI 
2024/03/29,12:30,USD,Core PCE Price Index (YoY) ,0.028,0.028,0.029,USD-Core PCE Price Index (YoY) 
2024/03/29,12:30,USD,Core PCE Price Index (MoM) ,0.003,0.003,0.005,USD-Core PCE Price Index (MoM) 
2024/03/29,15:30,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2024/04/01,13:45,USD,S&P Global US Manufacturing PMI ,51.9,52.5,52.2,USD-S&P Global US Manufacturing PMI 
2024/04/01,14:00,USD,ISM Manufacturing PMI ,50.3,48.5,47.8,USD-ISM Manufacturing PMI 
2024/04/01,14:00,USD,ISM Manufacturing Prices ,55.8,53.3,52.5,USD-ISM Manufacturing Prices 
2024/04/02,12:00,EUR,German CPI (MoM)   ,0.004,0.005,0.004,EUR-German CPI (MoM)   
2024/04/02,14:00,USD,JOLTs Job Openings ,8756000.0,8760000.0,8748000.0,USD-JOLTs Job Openings 
2024/04/03,9:00,EUR,CPI (YoY)   ,0.024,0.025,0.026,EUR-CPI (YoY)   
2024/04/03,12:15,USD,ADP Nonfarm Employment Change ,184000.0,148000.0,155000.0,USD-ADP Nonfarm Employment Change 
2024/04/03,13:45,USD,S&P Global Services PMI ,51.7,51.7,52.3,USD-S&P Global Services PMI 
2024/04/03,14:00,USD,ISM Non-Manufacturing PMI ,51.4,52.8,52.6,USD-ISM Non-Manufacturing PMI 
2024/04/03,14:00,USD,ISM Non-Manufacturing Prices ,53.4,58.4,58.6,USD-ISM Non-Manufacturing Prices 
2024/04/03,14:30,USD,Crude Oil Inventories,3210000.0,-300000.0,3165000.0,USD-Crude Oil Inventories
2024/04/03,16:10,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2024/04/04,12:30,USD,Initial Jobless Claims,221000.0,213000.0,212000.0,USD-Initial Jobless Claims
2024/04/05,12:30,USD,Average Hourly Earnings (MoM) ,0.003,0.003,0.002,USD-Average Hourly Earnings (MoM) 
2024/04/05,12:30,USD,Nonfarm Payrolls ,303000.0,212000.0,270000.0,USD-Nonfarm Payrolls 
2024/04/05,12:30,USD,Unemployment Rate ,0.038,0.039,0.039,USD-Unemployment Rate 
2024/04/10,12:30,USD,Core CPI (MoM) ,0.004,0.003,0.004,USD-Core CPI (MoM) 
2024/04/10,12:30,USD,CPI (YoY) ,0.035,0.034,0.032,USD-CPI (YoY) 
2024/04/10,12:30,USD,CPI (MoM) ,0.004,0.003,0.004,USD-CPI (MoM) 
2024/04/10,14:30,USD,Crude Oil Inventories,5841000.0,900000.0,3210000.0,USD-Crude Oil Inventories
2024/04/10,17:00,USD,10-Year Note Auction,0.046,,0.042,USD-10-Year Note Auction
2024/04/10,18:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2024/04/11,12:15,EUR,Deposit Facility Rate ,0.04,0.04,0.04,EUR-Deposit Facility Rate 
2024/04/11,12:15,EUR,ECB Interest Rate Decision ,0.045,0.045,0.045,EUR-ECB Interest Rate Decision 
2024/04/11,12:30,USD,Initial Jobless Claims,211000.0,216000.0,222000.0,USD-Initial Jobless Claims
2024/04/11,12:30,USD,PPI (MoM) ,0.002,0.003,0.006,USD-PPI (MoM) 
2024/04/11,12:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2024/04/11,17:00,USD,30-Year Bond Auction,0.047,,0.043,USD-30-Year Bond Auction
2024/04/12,6:00,EUR,German CPI (MoM) ,0.004,0.004,0.004,EUR-German CPI (MoM) 
2024/04/15,12:30,USD,Core Retail Sales (MoM) ,0.011,0.005,0.006,USD-Core Retail Sales (MoM) 
2024/04/15,12:30,USD,Retail Sales (MoM) ,0.007,0.004,0.009,USD-Retail Sales (MoM) 
2024/04/16,17:15,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2024/04/17,9:00,EUR,CPI (YoY) ,0.024,0.024,0.026,EUR-CPI (YoY) 
2024/04/17,14:30,USD,Crude Oil Inventories,2735000.0,1600000.0,5841000.0,USD-Crude Oil Inventories
2024/04/18,12:30,USD,Initial Jobless Claims,212000.0,215000.0,212000.0,USD-Initial Jobless Claims
2024/04/18,12:30,USD,Philadelphia Fed Manufacturing Index ,15.5,1.5,3.2,USD-Philadelphia Fed Manufacturing Index 
2024/04/18,14:00,USD,Existing Home Sales ,4190000.0,4200000.0,4380000.0,USD-Existing Home Sales 
2024/04/23,13:45,USD,S&P Global US Manufacturing PMI   ,49.9,52.0,51.9,USD-S&P Global US Manufacturing PMI   
2024/04/23,13:45,USD,S&P Global Services PMI   ,50.9,52.0,51.7,USD-S&P Global Services PMI   
2024/04/23,14:00,USD,New Home Sales ,693000.0,668000.0,637000.0,USD-New Home Sales 
2024/04/24,12:30,USD,Durable Goods Orders (MoM) ,0.026,0.025,0.007,USD-Durable Goods Orders (MoM) 
2024/04/24,14:30,USD,Crude Oil Inventories,-6368000.0,1600000.0,2735000.0,USD-Crude Oil Inventories
2024/04/25,12:30,USD,GDP (QoQ)   ,0.016,0.025,0.034,USD-GDP (QoQ)   
2024/04/25,12:30,USD,Initial Jobless Claims,207000.0,214000.0,212000.0,USD-Initial Jobless Claims
2024/04/26,12:30,USD,Core PCE Price Index (YoY) ,0.028,0.026,0.028,USD-Core PCE Price Index (YoY) 
2024/04/26,12:30,USD,Core PCE Price Index (MoM) ,0.003,0.003,0.003,USD-Core PCE Price Index (MoM) 
2024/04/29,12:00,EUR,German CPI (MoM)   ,0.005,0.006,0.004,EUR-German CPI (MoM)   
2024/04/30,8:00,EUR,German GDP (QoQ)   ,0.002,0.001,-0.005,EUR-German GDP (QoQ)   
2024/04/30,9:00,EUR,CPI (YoY)   ,0.024,0.024,0.024,EUR-CPI (YoY)   
2024/04/30,13:45,USD,Chicago PMI ,37.9,44.9,41.4,USD-Chicago PMI 
2024/04/30,14:00,USD,CB Consumer Confidence ,97.0,104.0,103.1,USD-CB Consumer Confidence 
2024/05/01,12:15,USD,ADP Nonfarm Employment Change ,192000.0,179000.0,208000.0,USD-ADP Nonfarm Employment Change 
2024/05/01,13:45,USD,S&P Global US Manufacturing PMI ,50.0,49.9,51.9,USD-S&P Global US Manufacturing PMI 
2024/05/01,14:00,USD,ISM Manufacturing PMI ,49.2,50.0,50.3,USD-ISM Manufacturing PMI 
2024/05/01,14:00,USD,ISM Manufacturing Prices ,60.9,55.5,55.8,USD-ISM Manufacturing Prices 
2024/05/01,14:00,USD,JOLTs Job Openings ,8488000.0,8680000.0,8813000.0,USD-JOLTs Job Openings 
2024/05/01,14:30,USD,Crude Oil Inventories,7265000.0,-2300000.0,-6368000.0,USD-Crude Oil Inventories
2024/05/01,18:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2024/05/01,18:00,USD,Fed Interest Rate Decision,0.055,0.055,0.055,USD-Fed Interest Rate Decision
